numero_funcionario,departamento,cargo,nivel_do_cargo,viagem_a_trabalho,horas_extras,num_empregos_anteriores,total_anos_experiencia,anos_na_empresa,anos_no_cargo_atual,anos_desde_ultima_promocao,anos_com_mesmo_gerente,desligado,avaliacao_de_desempenho,aumento_percentual_salario,treinamentos_ultimo_ano
1362,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,2,17,15,7,6,13,0,3,16,2
1363,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,1,11,10,9,0,8,0,3,11,2
1364,Vendas,Representante de Vendas,1,Viaja raramente,0,8,5,1,0,0,0,0,3,14,4
1367,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,0,3,29,5,2,0,3,0,3,16,1
1368,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,0,0,0,0,0,0,3,15,5
1369,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,0,10,9,7,0,0,0,3,12,0
1371,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,3,8,6,2,0,0,0,4,20,3
1372,Vendas,Executivo de Vendas,4,Viaja raramente,1,6,24,19,7,3,8,1,3,17,2
1373,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja raramente,1,4,33,19,16,15,9,0,3,12,0
1374,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,5,5,4,0,0,0,4,20,2
1375,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,5,15,12,11,11,8,0,4,20,0
1377,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,4,10,8,7,7,7,0,3,13,1
1379,Vendas,Representante de Vendas,1,Viaja frequentemente,0,7,3,1,0,0,0,1,3,14,3
1380,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,0,5,4,2,3,2,1,3,18,0
1382,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,4,4,2,0,3,0,3,11,2
1383,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,1,14,14,11,4,11,0,3,11,2
1387,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,3,0,4,0,3,11,0
1389,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,1,10,10,2,6,7,1,3,15,3
1390,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,8,5,4,1,4,0,3,12,2
1391,Vendas,Executivo de Vendas,3,Viaja frequentemente,0,2,14,4,2,3,2,0,3,11,5
1392,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,1,3,12,6,2,3,3,0,3,14,4
1394,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,7,8,6,4,1,3,0,3,15,2
1395,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,6,8,5,4,1,2,0,3,13,2
1396,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,4,3,2,1,2,0,3,13,3
1397,Pesquisa e Desenvolvimento,Representante de Saúde,3,Não viaja,0,3,13,6,4,0,5,0,4,21,2
1399,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,6,3,2,1,2,0,3,11,3
1401,Pesquisa e Desenvolvimento,Diretor de Produção,4,Viaja frequentemente,1,2,24,5,3,0,2,0,3,11,3
1402,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,1,1,20,20,7,1,8,0,3,14,3
1403,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,6,6,2,4,4,0,3,11,3
1405,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,1,8,8,2,7,7,1,3,13,2
1407,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,0,5,4,3,1,1,0,3,12,2
1408,Recursos Humanos,Gerente,4,Viaja raramente,0,0,21,20,7,0,9,0,3,14,5
1409,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,9,12,5,4,0,4,0,3,13,2
1411,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,8,3,2,0,2,0,3,18,6
1412,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,2,10,2,2,2,2,0,3,11,2
1415,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,7,3,2,0,2,0,3,11,2
1417,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,0,8,7,7,0,7,0,3,12,2
1419,Recursos Humanos,Recursos Humanos,3,Viaja raramente,0,1,10,10,9,0,9,0,3,13,3
1420,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,0,3,20,4,3,1,3,1,4,20,2
1421,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja frequentemente,1,0,9,8,7,7,7,1,3,12,1
1422,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,6,29,20,7,12,7,0,3,19,3
1423,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,1,3,32,9,8,1,5,0,4,21,3
1424,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,2,31,7,7,0,0,0,3,13,4
1425,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,15,5,4,0,1,0,3,16,3
1427,Vendas,Representante de Vendas,1,Viaja frequentemente,0,1,1,1,0,0,0,1,3,12,3
1428,Vendas,Executivo de Vendas,2,Viaja raramente,0,7,8,3,2,0,2,0,3,14,3
1430,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,9,3,2,1,0,0,3,11,3
1431,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,5,10,4,3,1,3,0,3,14,2
1433,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,1,3,12,3
1434,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,0,6,5,0,1,4,0,3,14,3
1435,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,10,10,4,1,8,0,3,16,2
1436,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,11,3,2,0,2,0,3,13,3
1438,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,7,17,6,5,1,2,0,3,12,2
1439,Vendas,Representante de Vendas,1,Viaja raramente,0,3,6,3,2,2,2,1,3,12,2
1440,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,0,7,6,5,1,3,0,3,14,2
1441,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,5,3,2,1,0,0,4,22,3
1443,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,26,20,17,5,6,0,3,19,2
1445,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,5,5,4,0,3,0,3,12,3
1446,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,7,4,3,0,3,0,3,12,3
1447,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,5,7,5,4,0,2,0,3,17,2
1448,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,1,2,7,4,2,0,3,0,3,12,5
1449,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Não viaja,0,3,11,8,7,0,7,0,3,11,2
1453,Vendas,Executivo de Vendas,3,Viaja raramente,0,1,13,13,7,9,9,0,3,18,5
1457,Vendas,Executivo de Vendas,3,Viaja raramente,0,4,28,7,7,4,3,1,3,11,1
1458,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,1,2,11,1,0,0,0,1,4,23,2
1459,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,0,1,10,10,8,4,7,1,3,11,2
1460,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,1,2,24,7,7,0,7,0,3,18,2
1461,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,9,8,3,2,0,2,0,3,18,3
1464,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,6,7,2,2,2,2,1,3,13,2
1465,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,4,10,3,1,1,2,0,3,18,4
1466,Vendas,Executivo de Vendas,2,Viaja raramente,0,4,15,2,2,2,2,0,3,11,3
1467,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,1,2,2,2,2,2,1,3,15,0
1468,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Não viaja,0,2,16,9,8,4,8,0,3,11,5
1469,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,6,5,4,1,3,0,3,18,4
1471,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,3,7,5,2,0,3,0,3,14,5
1472,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,4,35,9,8,8,8,0,3,12,2
1473,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,2,20,3,2,1,2,0,3,14,0
1474,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,8,3,1,1,2,0,3,14,3
1475,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,5,2,1,3,0,3,13,3
1477,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,0,5,4,3,0,3,0,3,14,2
1478,Vendas,Executivo de Vendas,2,Viaja raramente,0,3,15,13,9,3,12,0,3,18,2
1479,Vendas,Executivo de Vendas,2,Viaja raramente,0,8,4,2,1,2,2,0,3,15,2
1480,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,12,12,9,5,8,0,3,13,3
1481,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,7,11,1,0,0,0,0,3,12,4
1482,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,0,1,1,1,0,0,0,0,3,13,2
1483,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,0,13,12,9,2,8,0,4,24,2
1484,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,3,29,8,7,0,7,0,3,14,3
1485,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja frequentemente,0,7,16,14,8,6,9,0,3,14,3
1486,Vendas,Representante de Vendas,1,Viaja frequentemente,0,3,5,3,2,1,2,1,3,15,3
1487,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,5,7,5,3,0,0,1,3,11,4
1489,Vendas,Executivo de Vendas,2,Viaja raramente,1,0,16,15,9,10,10,1,4,23,2
1492,Vendas,Representante de Vendas,1,Viaja raramente,0,1,1,1,0,0,0,0,3,13,3
1494,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,1,2,4,0,0,0,0,1,3,11,2
1495,Vendas,Representante de Vendas,1,Não viaja,0,1,1,1,0,0,0,0,3,13,2
1496,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja frequentemente,1,5,16,2,2,2,2,0,3,18,2
1497,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,7,0,4,0,3,14,3
1499,Recursos Humanos,Recursos Humanos,1,Viaja raramente,0,0,6,5,3,1,3,0,4,21,3
1501,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,0,4,3,2,1,2,0,3,16,2
1502,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,8,8,5,4,0,2,0,3,11,5
1503,Vendas,Executivo de Vendas,2,Viaja raramente,1,3,11,5,4,1,2,0,3,17,4
1504,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,7,8,0,0,0,0,1,3,11,2
1506,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,3,14,2
1507,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,0,5,4,2,1,3,0,3,14,5
1509,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,4,10,3,2,1,2,0,4,25,3
1513,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,0,4,3,2,0,2,0,3,13,3
1514,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,8,8,6,1,7,0,3,14,2
1515,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,2,14,0,0,0,0,0,3,17,6
1516,Pesquisa e Desenvolvimento,Gerente,3,Viaja raramente,0,2,10,5,2,0,0,0,4,25,5
1520,Pesquisa e Desenvolvimento,Gerente,4,Viaja frequentemente,0,3,26,14,9,1,12,0,4,20,2
1522,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,6,11,9,7,0,7,1,3,13,2
1523,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,24,20,6,14,17,0,3,13,1
1525,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,4,9,2,0,2,2,0,3,18,3
1527,Vendas,Gerente,4,Viaja raramente,0,8,23,13,12,5,1,0,3,12,2
1529,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,1,11,11,8,3,3,0,3,19,3
1533,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,0,5,4,3,1,2,0,3,14,2
1534,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,3,15,5,4,1,0,1,3,14,3
1535,Vendas,Executivo de Vendas,3,Viaja raramente,1,1,10,10,9,8,6,0,3,14,3
1537,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,1,7,7,2,7,7,1,3,12,2
1539,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja frequentemente,1,1,32,32,6,13,9,0,3,13,2
1541,Vendas,Representante de Vendas,1,Viaja raramente,1,0,12,11,10,5,7,0,4,25,4
1542,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,4,4,1,0,0,0,0,3,14,3
1543,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,10,10,8,3,7,0,3,17,2
1544,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,3,9,7,7,0,7,0,3,13,3
1545,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,5,5,3,0,2,0,3,13,2
1546,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,4,8,5,4,0,3,0,4,20,3
1547,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja frequentemente,1,2,24,20,8,13,9,0,3,14,3
1548,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,9,8,4,7,1,0,3,12,5
1549,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,1,1,15,15,14,5,7,0,3,12,3
1550,Recursos Humanos,Gerente,4,Viaja raramente,1,1,21,21,7,7,7,0,4,21,2
1551,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,0,2,1,1,0,0,0,3,14,3
1552,Pesquisa e Desenvolvimento,Representante de Saúde,2,Não viaja,1,3,8,2,2,2,2,0,3,18,2
1553,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,1,10,10,8,7,7,0,3,12,4
1554,Vendas,Representante de Vendas,1,Viaja raramente,0,0,6,5,3,4,2,0,4,23,5
1555,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,3,12,7,1,2,5,0,3,12,2
1556,Vendas,Representante de Vendas,1,Viaja raramente,1,3,7,3,2,1,2,0,4,21,3
1557,Vendas,Executivo de Vendas,2,Viaja raramente,0,8,18,8,7,7,7,0,3,14,2
1558,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,6,5,1,0,0,0,0,3,18,2
1560,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,8,2,2,2,2,0,3,13,6
1562,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,8,6,7,1,3,11,4
1563,Recursos Humanos,Recursos Humanos,2,Viaja frequentemente,0,3,10,6,3,1,2,0,3,11,2
1564,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,3,3,0,1,2,0,3,19,3
1568,Vendas,Executivo de Vendas,3,Viaja raramente,0,3,9,4,2,1,3,0,3,12,3
1569,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,0,0,0,1,3,12,2
1572,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,0,34,33,7,1,9,1,3,16,4
1573,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,4,7,5,2,1,4,1,3,11,2
1574,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Não viaja,0,4,9,6,5,1,2,0,3,14,3
1576,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,8,10,8,2,7,6,0,3,12,3
1577,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,3,13,4
1578,Vendas,Gerente,5,Viaja raramente,0,1,36,36,6,2,13,0,4,21,3
1580,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,9,9,2,2,2,1,0,3,17,3
1581,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,1,1,0,0,0,0,4,21,5
1582,Vendas,Executivo de Vendas,2,Viaja raramente,0,0,10,9,8,7,7,0,3,11,3
1583,Vendas,Executivo de Vendas,2,Viaja raramente,0,2,8,3,2,1,2,0,3,12,5
1585,Vendas,Executivo de Vendas,2,Viaja raramente,0,6,15,1,0,0,0,0,3,13,5
1586,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,10,10,9,1,5,0,3,18,3
1587,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,1,3,10,5,2,0,4,0,3,16,4
1588,Vendas,Executivo de Vendas,3,Viaja raramente,0,2,11,7,6,7,6,0,3,11,3
1590,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,1,6,6,4,1,3,0,3,19,0
1591,Vendas,Gerente,5,Viaja raramente,1,4,27,1,0,0,0,0,3,16,2
1592,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,2,4,2,2,2,2,0,3,16,2
1594,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja frequentemente,1,3,9,3,2,0,2,0,3,13,3
1595,Pesquisa e Desenvolvimento,Gerente,5,Viaja raramente,0,8,24,1,0,0,1,0,4,22,2
1596,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,1,10,10,9,6,8,0,3,17,3
1597,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja frequentemente,0,1,8,8,2,7,7,0,3,14,3
1598,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,5,5,4,1,2,0,3,15,2
1599,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,5,8,6,4,0,2,0,3,12,0
1601,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,0,1,0,3,18,5
1602,Vendas,Gerente,4,Viaja raramente,0,1,27,26,0,0,12,0,3,15,5
1604,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,1,1,1,0,0,1,3,17,3
1605,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Não viaja,1,1,4,4,2,1,3,0,3,14,2
1606,Pesquisa e Desenvolvimento,Representante de Saúde,4,Viaja frequentemente,1,2,32,30,8,12,13,0,3,15,3
1607,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,3,6,3,2,0,2,0,3,17,3
1608,Pesquisa e Desenvolvimento,Diretor de Pesquisa,5,Viaja raramente,1,0,23,22,7,1,10,0,3,14,4
1609,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,6,6,4,1,1,0,3,12,3
1611,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,1,1,10,10,7,1,4,0,3,14,3
1612,Vendas,Executivo de Vendas,2,Não viaja,0,1,10,10,7,4,5,0,3,15,2
1613,Vendas,Executivo de Vendas,2,Viaja frequentemente,0,7,10,5,2,0,3,0,3,13,3
1614,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,1,9,7,3,2,1,1,0,3,12,2
1615,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,1,9,9,7,7,2,0,3,13,3
1617,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,10,9,6,1,4,0,3,14,3
1618,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,2,10,7,7,7,7,0,3,13,3
1619,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,7,7,7,0,7,0,3,11,3
1621,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,16,16,15,1,10,0,3,11,2
1622,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,0,6,5,3,0,0,0,4,21,5
1623,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,3,2,2,2,2,0,3,18,2
1624,Vendas,Representante de Vendas,1,Viaja frequentemente,1,1,0,0,0,0,0,1,3,12,2
1625,Recursos Humanos,Gerente,5,Viaja raramente,0,3,27,5,2,1,0,0,3,11,2
1627,Pesquisa e Desenvolvimento,Técnico de Laboratório,2,Viaja raramente,0,0,11,10,8,0,7,0,3,15,3
1628,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,0,1,18,18,15,14,12,0,3,13,2
1630,Pesquisa e Desenvolvimento,Representante de Saúde,2,Não viaja,0,1,15,14,11,2,9,0,3,12,5
1631,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,3,9,4,3,0,2,0,3,17,2
1633,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,0,10,9,2,3,8,0,3,13,2
1635,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,1,10,10,7,3,9,0,3,19,3
1638,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,3,10,5,4,0,2,0,3,19,6
1639,Vendas,Executivo de Vendas,3,Viaja raramente,0,9,15,13,12,6,0,1,3,17,3
1640,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,1,8,8,4,7,7,0,3,11,2
1641,Pesquisa e Desenvolvimento,Diretor de Produção,3,Viaja raramente,1,6,18,4,2,3,3,0,3,15,2
1642,Recursos Humanos,Recursos Humanos,2,Viaja frequentemente,1,4,14,10,7,0,2,0,3,11,3
1644,Pesquisa e Desenvolvimento,Gerente,4,Viaja frequentemente,0,2,23,2,2,2,2,0,4,25,3
1645,Vendas,Executivo de Vendas,2,Viaja raramente,1,6,7,2,2,2,2,1,3,14,2
1646,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,1,1,6,6,3,1,3,0,3,13,2
1647,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja raramente,0,7,5,3,2,0,2,0,3,17,0
1648,Pesquisa e Desenvolvimento,Cientista de Pesquisa,1,Viaja frequentemente,0,2,6,4,2,1,2,0,3,13,0
1649,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,3,10,4,2,0,3,1,3,14,3
1650,Vendas,Executivo de Vendas,2,Viaja raramente,0,9,8,5,2,1,4,0,3,11,2
1651,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,4,9,3,2,0,2,0,3,12,6
1653,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja frequentemente,0,1,7,7,7,0,7,0,3,17,6
1654,Pesquisa e Desenvolvimento,Diretor de Produção,2,Viaja raramente,0,4,7,5,4,1,0,0,4,21,3
1655,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,3,27,4,2,1,2,0,3,16,2
1656,Pesquisa e Desenvolvimento,Diretor de Pesquisa,3,Viaja raramente,0,5,19,14,11,1,11,0,3,15,3
1657,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,2,2,2,0,3,19,3
1658,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,1,11,11,8,7,9,0,3,12,2
1659,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,2,15,4,3,1,3,0,3,11,4
1661,Pesquisa e Desenvolvimento,Representante de Saúde,4,Viaja raramente,1,2,30,15,11,2,12,0,3,19,3
1662,Pesquisa e Desenvolvimento,Diretor de Produção,2,Não viaja,0,0,4,3,2,1,2,0,3,15,6
1664,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,6,13,5,4,0,4,0,4,20,3
1665,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,3,36,10,8,4,7,0,4,25,6
1666,Pesquisa e Desenvolvimento,Diretor de Pesquisa,4,Viaja raramente,0,1,14,14,10,6,11,0,4,24,3
1667,Vendas,Executivo de Vendas,2,Viaja frequentemente,1,3,13,11,9,6,7,1,4,24,2
1668,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja frequentemente,0,7,19,13,11,2,9,0,3,15,4
1669,Vendas,Executivo de Vendas,2,Viaja raramente,1,1,10,10,0,0,9,0,3,13,3
1670,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,6,6,2,0,4,0,3,14,5
1671,Pesquisa e Desenvolvimento,Cientista de Pesquisa,2,Viaja raramente,0,0,10,9,5,1,6,0,3,13,4
1673,Vendas,Executivo de Vendas,2,Viaja raramente,0,1,10,10,0,0,2,0,3,11,2
1674,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,4,17,2,2,2,2,0,3,16,2
1675,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja frequentemente,0,1,4,4,3,3,3,0,4,22,3
1676,Vendas,Gerente,4,Viaja raramente,0,6,29,3,2,1,2,0,3,14,2
1677,Pesquisa e Desenvolvimento,Gerente,4,Viaja raramente,0,4,23,8,7,0,0,0,3,14,2
1678,Vendas,Executivo de Vendas,3,Viaja raramente,1,3,21,2,0,0,2,0,3,16,2
1680,Vendas,Representante de Vendas,1,Viaja raramente,0,1,2,2,2,0,2,0,3,11,3
1681,Vendas,Executivo de Vendas,2,Não viaja,1,1,7,6,5,1,2,0,4,25,2
1682,Pesquisa e Desenvolvimento,Representante de Saúde,2,Viaja raramente,0,6,10,3,2,0,2,0,3,14,2
1683,Recursos Humanos,Recursos Humanos,1,Viaja raramente,1,4,8,2,2,2,2,0,3,18,2
1684,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,1,1,5,5,4,1,2,1,3,11,2
1687,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,7,7,0,0,0,0,0,3,19,5
1689,Pesquisa e Desenvolvimento,Representante de Saúde,3,Viaja raramente,0,3,11,4,3,1,2,0,3,15,2
1691,Vendas,Representante de Vendas,1,Viaja frequentemente,1,2,19,9,7,7,7,1,3,11,3
1692,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Viaja raramente,0,1,1,1,0,0,0,1,3,12,2
1693,Pesquisa e Desenvolvimento,Técnico de Laboratório,1,Não viaja,0,1,7,7,7,5,7,0,4,20,5
